,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,<html>
49,11-Feb-2016,EQ,352.5,370.0,352.5,354.6,357.95,356.0,359.47,499.65,338.5,929625.0,"334,175,660.65",32624.0,
50,10-Feb-2016,EQ,357.0,362.65,350.0,357.55,355.05,354.6,356.15,499.65,338.5,1216081.0,"433,112,826.55",45915.0,
51,09-Feb-2016,EQ,362.0,364.8,356.0,366.45,358.9,357.55,358.37,499.65,338.5,1131379.0,"405,447,857.15",41049.0,
52,08-Feb-2016,EQ,364.0,369.6,360.05,363.75,366.8,366.45,366.12,499.65,338.5,534678.0,"195,756,496.45",20377.0,
53,05-Feb-2016,EQ,356.05,366.7,355.25,356.2,364.6,363.75,363.0,499.65,338.5,1427745.0,"518,275,204.10",48125.0,
54,04-Feb-2016,EQ,360.3,361.5,355.05,356.2,356.05,356.2,357.03,499.65,338.5,1625492.0,"580,354,503.75",72473.0,
55,03-Feb-2016,EQ,363.1,369.75,354.2,367.4,356.6,356.2,357.74,499.65,338.5,2146952.0,"768,043,285.45",119698.0,
56,02-Feb-2016,EQ,376.2,376.95,362.85,369.65,364.2,367.4,370.94,499.65,338.5,1087146.0,"403,268,021.25",60223.0,
57,01-Feb-2016,EQ,367.7,372.4,345.2,361.2,370.0,369.65,362.69,499.65,338.5,1962826.0,"711,895,618.50",119475.0,
58,29-Jan-2016,EQ,370.0,370.0,359.1,369.35,362.35,361.2,363.28,499.65,338.5,1300271.0,"472,361,417.50",82848.0,
59,28-Jan-2016,EQ,374.0,377.9,360.85,382.7,371.0,369.35,367.72,499.65,338.5,4207840.0,"1,547,326,981.75",127710.0,
60,27-Jan-2016,EQ,368.0,389.1,366.8,367.25,379.8,382.7,376.14,499.65,338.5,3239841.0,"1,218,620,613.25",138000.0,
61,25-Jan-2016,EQ,365.5,376.05,364.5,362.65,367.75,367.25,369.75,499.65,338.5,2164750.0,"800,413,768.15",85786.0,
62,22-Jan-2016,EQ,363.05,366.75,354.0,362.55,365.9,362.65,360.96,499.65,335.2,2732744.0,"986,402,479.20",177332.0,
63,21-Jan-2016,EQ,356.25,370.05,353.5,353.7,370.05,362.55,360.59,499.65,335.2,2866505.0,"1,033,643,856.65",109471.0,
64,20-Jan-2016,EQ,372.3,374.9,349.75,374.15,357.85,353.7,363.66,499.65,335.2,1908783.0,"694,139,688.55",110870.0,
65,19-Jan-2016,EQ,370.05,378.65,370.0,379.6,372.6,374.15,374.53,499.65,335.2,1254181.0,"469,733,647.10",69450.0,
66,18-Jan-2016,EQ,388.0,390.4,362.55,388.25,365.9,379.6,383.08,499.65,335.2,1651128.0,"632,508,288.05",82998.0,
67,15-Jan-2016,EQ,395.2,397.9,385.75,395.25,387.6,388.25,392.61,499.65,332.2,1464603.0,"575,021,072.05",65925.0,
68,14-Jan-2016,EQ,391.0,398.25,385.0,397.8,395.4,395.25,395.14,499.65,332.2,1472276.0,"581,756,831.70",78622.0,
69,13-Jan-2016,EQ,400.45,405.9,395.1,395.25,398.05,397.8,399.39,499.65,332.2,826077.0,"329,925,703.00",40099.0,
70,12-Jan-2016,EQ,395.35,399.05,385.3,395.05,397.0,395.25,388.36,499.65,332.2,2959353.0,"1,149,298,593.00",66307.0,
71,11-Jan-2016,EQ,396.2,402.4,386.55,400.2,395.95,395.05,397.34,499.65,332.2,1279479.0,"508,382,571.00",65206.0,
72,08-Jan-2016,EQ,399.75,411.9,394.65,399.6,396.2,400.2,404.61,499.65,332.2,2344607.0,"948,661,879.20",71552.0,
73,07-Jan-2016,EQ,410.4,414.15,397.25,410.4,403.8,399.6,406.61,499.65,332.2,1905084.0,"774,626,602.35",66983.0,
74,06-Jan-2016,EQ,421.35,426.1,409.0,421.2,410.55,410.4,417.53,499.65,332.2,2759344.0,"1,152,118,232.70",92410.0,
75,05-Jan-2016,EQ,431.0,434.0,418.15,430.05,420.45,421.2,424.41,499.65,332.2,1439356.0,"610,875,179.40",71976.0,
76,04-Jan-2016,EQ,427.05,433.6,420.05,427.05,429.8,430.05,429.9,499.65,332.2,742792.0,"319,323,522.60",30930.0,
77,01-Jan-2016,EQ,428.0,428.05,421.5,428.1,424.25,427.05,425.58,499.65,322.0,162098.0,"68,986,298.65",5514.0,
78,31-Dec-2015,EQ,428.0,434.9,423.1,427.3,425.6,428.1,429.3,499.65,322.0,1328803.0,"570,452,410.90",55936.0,
79,30-Dec-2015,EQ,415.5,436.5,415.5,415.15,427.5,427.3,429.33,499.65,322.0,1415398.0,"607,676,023.25",49693.0,
80,29-Dec-2015,EQ,415.0,417.3,412.3,419.2,415.3,415.15,414.88,499.65,322.0,707962.0,"293,718,832.30",22425.0,
81,28-Dec-2015,EQ,412.1,422.75,412.0,414.35,420.0,419.2,419.47,499.65,322.0,639043.0,"268,057,598.95",15960.0,
82,24-Dec-2015,EQ,419.05,423.85,411.55,417.65,414.3,414.35,416.04,499.65,319.0,1350737.0,"561,954,106.55",52729.0,
83,23-Dec-2015,EQ,404.9,420.0,399.7,400.7,418.5,417.65,411.38,499.65,319.0,1881454.0,"773,997,487.55",56290.0,
84,22-Dec-2015,EQ,400.0,404.35,397.6,400.15,402.0,400.7,401.27,499.65,319.0,1854441.0,"744,122,702.35",68353.0,
85,21-Dec-2015,EQ,395.0,401.95,393.3,398.35,398.2,400.15,398.93,499.65,319.0,1745319.0,"696,254,835.55",56108.0,
86,18-Dec-2015,EQ,392.0,404.5,392.0,392.0,398.5,398.35,399.33,499.65,319.0,2017434.0,"805,620,588.70",66205.0,
87,17-Dec-2015,EQ,390.0,400.0,388.5,389.95,391.9,392.0,393.15,499.65,319.0,1060585.0,"416,967,065.25",31729.0,
88,16-Dec-2015,EQ,390.0,392.0,388.0,389.1,390.1,389.95,389.89,499.65,319.0,1362116.0,"531,074,086.00",44598.0,
89,15-Dec-2015,EQ,391.05,393.45,387.8,390.1,389.15,389.1,389.46,499.65,319.0,1416069.0,"551,505,148.25",35590.0,
90,14-Dec-2015,EQ,394.0,394.0,385.85,391.35,389.6,390.1,389.43,499.65,319.0,1094654.0,"426,292,728.95",24091.0,
91,11-Dec-2015,EQ,400.1,400.8,388.25,399.9,390.6,391.35,391.75,499.65,305.55,1540921.0,"603,649,098.70",52834.0,
92,10-Dec-2015,EQ,400.8,402.25,395.2,397.15,399.4,399.9,399.84,499.65,305.55,1431269.0,"572,275,495.20",24893.0,
93,09-Dec-2015,EQ,404.0,404.7,393.3,402.9,400.0,397.15,397.48,499.65,305.55,3514687.0,"1,397,020,379.85",54649.0,
94,08-Dec-2015,EQ,400.0,409.0,397.5,403.75,403.05,402.9,406.85,499.65,305.55,2734836.0,"1,112,664,209.40",36790.0,
95,07-Dec-2015,EQ,403.9,406.9,398.35,396.3,403.5,403.75,404.03,499.65,305.55,852688.0,"344,515,198.80",39878.0,
96,04-Dec-2015,EQ,390.0,401.9,388.0,391.3,398.15,396.3,397.42,499.65,278.25,1221273.0,"485,358,269.50",42519.0,
97,03-Dec-2015,EQ,399.0,399.0,387.9,400.95,392.7,391.3,392.24,499.65,278.25,1192888.0,"467,895,423.55",48147.0,
98,02-Dec-2015,EQ,393.3,404.0,388.5,390.95,400.25,400.95,399.58,499.65,278.25,2339419.0,"934,779,251.95",46058.0,
99,01-Dec-2015,EQ,388.75,394.1,385.05,384.6,390.5,390.95,391.7,499.65,278.25,2582132.0,"1,011,427,955.65",50198.0,
100,30-Nov-2015,EQ,395.1,396.9,379.1,398.65,387.95,384.6,385.44,499.65,278.25,2968670.0,"1,144,255,630.20",70289.0,
101,27-Nov-2015,EQ,403.4,408.0,396.9,401.05,400.0,398.65,403.44,499.65,278.25,2802400.0,"1,130,612,225.20",20337.0,
102,26-Nov-2015,EQ,381.0,411.2,380.0,377.0,403.8,401.05,399.64,499.65,278.25,3576479.0,"1,429,293,236.80",113376.0,
103,24-Nov-2015,EQ,380.75,383.4,375.65,380.75,378.45,377.0,378.2,499.65,278.25,1058472.0,"400,310,858.25",48495.0,
104,23-Nov-2015,EQ,385.45,391.65,379.75,385.0,380.5,380.75,383.16,499.65,278.25,874396.0,"335,032,016.80",52902.0,
105,20-Nov-2015,EQ,393.85,394.4,383.3,393.4,384.35,385.0,388.69,499.65,278.25,745085.0,"289,606,380.20",31933.0,
106,19-Nov-2015,EQ,389.15,394.3,383.7,388.55,392.6,393.4,391.58,499.65,278.25,1567652.0,"613,853,637.95",50176.0,
107,18-Nov-2015,EQ,385.5,394.4,382.8,385.0,389.0,388.55,390.44,499.65,278.25,1239629.0,"483,996,926.45",35486.0,
108,17-Nov-2015,EQ,373.0,387.0,371.25,368.65,386.25,385.0,381.33,499.65,278.25,1590252.0,"606,418,494.35",68098.0,
109,16-Nov-2015,EQ,378.0,378.95,367.0,376.6,368.95,368.65,373.55,499.65,278.25,765715.0,"286,031,653.15",20500.0,
110,13-Nov-2015,EQ,379.65,386.5,375.1,386.2,375.1,376.6,380.84,499.65,275.4,1643481.0,"625,903,933.45",53425.0,
111,11-Nov-2015,EQ,384.0,388.0,381.0,380.6,385.8,386.2,385.89,499.65,275.4,133719.0,"51,600,967.90",2261.0,
112,10-Nov-2015,EQ,375.15,384.0,373.0,380.7,380.7,380.6,376.31,499.65,275.4,1527057.0,"574,654,188.35",19748.0,
113,09-Nov-2015,EQ,371.0,384.5,366.95,379.05,379.45,380.7,378.2,499.65,275.4,854065.0,"323,010,640.25",28457.0,
114,06-Nov-2015,EQ,372.3,381.65,368.4,375.2,380.5,379.05,377.41,499.65,274.0,1246267.0,"470,359,440.10",32215.0,
115,05-Nov-2015,EQ,375.55,384.7,374.0,379.65,376.1,375.2,377.48,499.65,274.0,2333088.0,"880,703,379.00",71010.0,
116,04-Nov-2015,EQ,386.9,390.2,374.65,385.5,379.0,379.65,382.61,499.65,274.0,3477526.0,"1,330,535,572.05",67903.0,
117,03-Nov-2015,EQ,385.5,392.65,382.2,387.35,385.7,385.5,387.5,499.65,274.0,1413587.0,"547,761,206.55",59546.0,
118,02-Nov-2015,EQ,389.9,398.0,384.4,388.95,386.0,387.35,390.18,499.65,274.0,1342210.0,"523,696,789.45",36540.0,
119,30-Oct-2015,EQ,387.2,393.85,386.4,385.65,389.7,388.95,389.65,499.65,274.0,936263.0,"364,814,591.75",29858.0,
120,29-Oct-2015,EQ,390.3,392.35,383.5,390.8,387.1,385.65,386.99,499.65,274.0,3062328.0,"1,185,084,658.75",42197.0,
121,28-Oct-2015,EQ,382.1,393.9,382.1,386.55,391.1,390.8,390.44,499.65,274.0,2740936.0,"1,070,179,381.60",43860.0,
122,27-Oct-2015,EQ,377.9,389.75,375.0,379.95,387.1,386.55,384.36,499.65,274.0,1794442.0,"689,703,028.00",65436.0,
123,26-Oct-2015,EQ,390.0,391.75,378.75,388.7,379.65,379.95,382.55,499.65,274.0,3704144.0,"1,417,010,088.80",93073.0,
124,23-Oct-2015,EQ,413.6,414.0,385.1,409.4,386.25,388.7,395.75,499.65,274.0,2801512.0,"1,108,688,056.15",58146.0,
125,21-Oct-2015,EQ,409.0,414.15,403.85,406.25,408.6,409.4,410.27,499.65,274.0,941977.0,"386,464,390.95",33896.0,
126,20-Oct-2015,EQ,418.8,420.8,402.0,414.75,406.0,406.25,410.82,499.65,274.0,1210060.0,"497,116,309.70",41342.0,
127,19-Oct-2015,EQ,398.1,416.35,397.45,401.75,414.15,414.75,410.42,499.65,274.0,1053170.0,"432,243,489.45",45516.0,
128,16-Oct-2015,EQ,400.0,412.0,400.0,399.4,401.45,401.75,406.02,499.65,274.0,862437.0,"350,168,442.30",20345.0,
129,15-Oct-2015,EQ,409.85,412.0,395.7,408.05,400.0,399.4,401.97,499.65,274.0,1281719.0,"515,208,574.95",35214.0,
130,14-Oct-2015,EQ,401.0,413.3,393.5,398.75,409.5,408.05,407.15,499.65,274.0,1769019.0,"720,264,500.10",46824.0,
131,13-Oct-2015,EQ,385.0,401.15,375.75,386.3,401.0,398.75,388.76,499.65,274.0,2751120.0,"1,069,538,626.10",92686.0,
132,12-Oct-2015,EQ,405.75,407.8,384.4,403.25,385.4,386.3,392.25,499.65,274.0,1623422.0,"636,781,705.15",70244.0,
133,09-Oct-2015,EQ,414.85,414.95,393.5,410.05,403.15,403.25,402.04,499.65,274.0,3070800.0,"1,234,595,837.10",83956.0,
134,08-Oct-2015,EQ,424.0,430.0,402.45,430.8,409.3,410.05,411.98,499.65,274.0,1896560.0,"781,338,247.75",54770.0,
135,07-Oct-2015,EQ,423.0,436.75,419.75,426.55,430.3,430.8,428.1,499.65,274.0,2151696.0,"921,132,310.50",66440.0,
136,06-Oct-2015,EQ,414.55,430.7,413.45,410.15,426.5,426.55,425.61,499.65,274.0,2591448.0,"1,102,957,486.15",72363.0,
137,05-Oct-2015,EQ,399.65,426.0,397.45,397.4,411.85,410.15,413.37,499.65,274.0,4108959.0,"1,698,513,770.55",122202.0,
138,01-Oct-2015,EQ,363.0,402.6,360.0,355.2,395.2,397.4,384.49,499.65,274.0,4290092.0,"1,649,507,530.95",84426.0,
139,30-Sep-2015,EQ,356.5,366.7,350.05,357.6,355.85,355.2,356.79,499.65,274.0,5239314.0,"1,869,343,686.90",149525.0,
140,29-Sep-2015,EQ,374.7,377.0,341.35,377.05,356.0,357.6,357.65,499.65,274.0,5933628.0,"2,122,156,903.20",162005.0,
141,28-Sep-2015,EQ,399.0,400.2,362.75,395.75,375.4,377.05,387.42,499.65,274.0,1988414.0,"770,355,666.40",64049.0,
142,24-Sep-2015,EQ,402.05,405.05,392.1,394.2,394.5,395.75,399.24,499.65,274.0,1915621.0,"764,798,423.35",42506.0,
143,23-Sep-2015,EQ,409.8,411.6,390.3,415.15,395.6,394.2,397.86,499.65,274.0,764540.0,"304,183,059.85",34432.0,
144,22-Sep-2015,EQ,401.0,418.0,399.6,401.55,418.0,415.15,414.41,499.65,274.0,2773004.0,"1,149,168,082.00",51878.0,
145,21-Sep-2015,EQ,386.3,404.3,386.3,391.05,399.2,401.55,398.54,499.65,274.0,1168980.0,"465,888,590.10",50867.0,
146,18-Sep-2015,EQ,384.4,394.0,381.25,379.9,390.0,391.05,389.93,499.65,274.0,1665768.0,"649,532,354.65",69758.0,
147,16-Sep-2015,EQ,388.8,392.0,377.5,388.8,380.2,379.9,382.46,499.65,274.0,1161894.0,"444,380,234.75",54403.0,
148,15-Sep-2015,EQ,400.0,400.0,382.05,398.1,389.15,388.8,387.5,499.65,274.0,1791446.0,"694,191,554.80",58293.0,
149,14-Sep-2015,EQ,382.0,400.0,376.65,374.5,399.9,398.1,393.86,499.65,274.0,2728038.0,"1,074,474,605.70",74236.0,
150,11-Sep-2015,EQ,397.85,398.75,370.1,391.2,372.75,374.5,378.63,499.65,267.8,2691262.0,"1,018,992,980.70",66377.0,
151,10-Sep-2015,EQ,406.6,407.4,386.25,407.55,392.7,391.2,395.89,499.65,267.8,822857.0,"325,756,946.70",20832.0,
152,09-Sep-2015,EQ,402.15,409.0,402.15,398.0,407.5,407.55,406.81,499.65,267.8,1384674.0,"563,293,012.30",74990.0,
153,08-Sep-2015,EQ,404.05,412.8,395.0,404.95,399.3,398.0,400.83,499.65,267.8,546519.0,"219,060,669.80",16409.0,
154,07-Sep-2015,EQ,411.95,414.4,400.25,407.55,405.0,404.95,405.11,499.65,267.8,839470.0,"340,081,101.65",30553.0,
155,04-Sep-2015,EQ,411.0,413.45,402.25,405.05,407.9,407.55,407.63,499.65,263.05,1206867.0,"491,951,864.00",59708.0,
156,03-Sep-2015,EQ,400.8,423.9,399.0,396.25,409.0,405.05,406.69,499.65,263.05,8191537.0,"3,331,438,087.15",70296.0,
157,02-Sep-2015,EQ,410.0,419.8,393.95,403.1,396.5,396.25,405.19,499.65,263.05,2487017.0,"1,007,720,024.50",71971.0,
158,01-Sep-2015,EQ,400.0,429.0,398.85,399.75,405.0,403.1,412.62,499.65,263.05,3469193.0,"1,431,464,416.30",150393.0,
159,31-Aug-2015,EQ,392.9,436.0,390.2,390.65,398.95,399.75,410.77,499.65,263.05,3395039.0,"1,394,572,968.20",80111.0,
160,28-Aug-2015,EQ,396.0,398.5,384.0,391.6,390.0,390.65,391.82,499.65,250.2,1667970.0,"653,538,273.35",69098.0,
161,27-Aug-2015,EQ,392.0,403.45,388.45,387.05,392.0,391.6,395.38,499.65,250.2,1479740.0,"585,053,878.10",73056.0,
162,26-Aug-2015,EQ,394.8,402.4,384.95,402.7,385.5,387.05,391.9,499.65,250.2,1665838.0,"652,838,191.60",99840.0,
163,25-Aug-2015,EQ,377.2,427.25,377.2,376.35,395.0,402.7,397.37,499.65,250.2,2292969.0,"911,157,085.75",79833.0,
164,24-Aug-2015,EQ,398.0,398.0,366.2,402.85,375.9,376.35,379.13,499.65,250.2,1667702.0,"632,277,147.45",94807.0,
165,21-Aug-2015,EQ,401.0,419.8,400.0,403.15,401.65,402.85,407.68,499.65,250.2,812612.0,"331,285,959.70",47087.0,
166,20-Aug-2015,EQ,406.05,415.0,388.05,406.05,402.0,403.15,395.64,499.65,250.2,3859556.0,"1,526,984,151.65",68921.0,
167,19-Aug-2015,EQ,418.9,418.9,399.0,415.9,402.1,406.05,410.26,499.65,250.2,1049220.0,"430,451,877.65",25352.0,
168,18-Aug-2015,EQ,422.0,422.0,413.0,419.85,416.0,415.9,417.0,499.65,250.2,1458538.0,"608,216,034.25",51991.0,
169,17-Aug-2015,EQ,413.4,422.35,407.5,410.1,414.5,419.85,416.73,499.65,250.2,1046107.0,"435,942,461.80",41997.0,
170,14-Aug-2015,EQ,430.0,430.0,402.0,432.25,410.5,410.1,411.35,499.65,250.2,2248575.0,"924,947,689.05",94602.0,
171,13-Aug-2015,EQ,437.0,440.95,430.45,439.0,435.0,432.25,436.69,499.65,250.2,929098.0,"405,726,441.85",23017.0,
172,12-Aug-2015,EQ,442.45,444.35,435.1,439.95,436.0,439.0,439.84,499.65,250.2,837786.0,"368,493,783.20",25128.0,
173,11-Aug-2015,EQ,442.1,447.15,436.0,443.65,440.0,439.95,439.95,499.65,250.2,1600222.0,"704,015,780.65",28812.0,
174,10-Aug-2015,EQ,438.2,454.7,437.0,436.3,443.15,443.65,445.02,499.65,250.2,2284248.0,"1,016,528,238.75",76903.0,
175,07-Aug-2015,EQ,453.95,460.9,430.05,452.4,438.05,436.3,436.04,499.65,243.2,2354267.0,"1,026,560,224.15",101204.0,
176,06-Aug-2015,EQ,461.0,465.8,450.15,465.9,454.15,452.4,457.22,499.65,243.2,1844075.0,"843,154,360.45",80464.0,
177,05-Aug-2015,EQ,483.0,499.65,460.15,480.7,460.15,465.9,473.72,499.65,243.2,1384919.0,"656,063,779.10",56203.0,
178,04-Aug-2015,EQ,478.8,496.7,472.8,474.75,478.55,480.7,484.36,496.7,243.2,2493858.0,"1,207,927,252.70",93911.0,
179,03-Aug-2015,EQ,448.9,479.8,447.65,447.65,479.8,474.75,468.94,490.6,243.2,2894315.0,"1,357,271,656.50",111018.0,
180,31-Jul-2015,EQ,443.7,464.0,443.7,443.6,447.8,447.65,451.31,490.6,243.2,1885259.0,"850,838,712.00",99973.0,
181,30-Jul-2015,EQ,444.3,449.0,438.05,443.0,444.95,443.6,446.01,490.6,243.2,1753496.0,"782,077,075.50",55671.0,
182,29-Jul-2015,EQ,439.0,448.55,437.1,434.75,446.0,443.0,444.65,490.6,243.2,2097171.0,"932,514,138.95",85847.0,
183,28-Jul-2015,EQ,426.05,448.35,426.05,426.45,438.0,434.75,440.09,490.6,243.2,1508760.0,"663,994,697.80",60962.0,
184,27-Jul-2015,EQ,423.05,434.15,419.9,419.9,428.0,426.45,429.7,490.6,243.2,2583515.0,"1,110,129,687.15",60721.0,
185,24-Jul-2015,EQ,455.45,455.45,408.1,451.2,425.5,419.9,428.5,490.6,243.2,2302847.0,"986,773,295.55",79717.0,
186,23-Jul-2015,EQ,466.3,468.7,445.0,458.2,452.8,451.2,457.57,490.6,243.2,906640.0,"414,850,282.00",40457.0,
187,22-Jul-2015,EQ,454.9,463.3,450.1,448.75,460.0,458.2,456.49,490.6,243.2,707694.0,"323,057,823.95",39445.0,
188,21-Jul-2015,EQ,464.9,464.9,437.9,460.9,448.0,448.75,449.03,490.6,243.2,1480502.0,"664,784,801.25",56443.0,
189,20-Jul-2015,EQ,470.0,470.0,454.5,470.65,464.95,460.9,462.74,490.6,243.2,802053.0,"371,141,395.35",71457.0,
190,17-Jul-2015,EQ,459.45,476.4,455.35,453.45,470.8,470.65,469.68,490.6,243.2,1416033.0,"665,085,325.40",81546.0,
191,16-Jul-2015,EQ,449.55,461.95,441.2,447.35,453.2,453.45,452.52,490.6,243.2,999809.0,"452,428,936.20",90807.0,
192,15-Jul-2015,EQ,448.0,450.0,442.95,447.95,447.15,447.35,447.86,490.6,243.2,769237.0,"344,506,956.70",44864.0,
193,14-Jul-2015,EQ,442.85,449.4,436.2,439.05,447.1,447.95,443.6,490.6,243.2,1068137.0,"473,821,137.45",44653.0,
194,13-Jul-2015,EQ,442.0,444.7,435.05,437.55,436.7,439.05,439.48,490.6,243.2,469796.0,"206,465,511.50",23218.0,
195,10-Jul-2015,EQ,446.7,446.7,434.0,443.2,440.6,437.55,439.24,490.6,243.2,1537007.0,"675,122,552.75",48088.0,
196,09-Jul-2015,EQ,453.7,453.7,438.5,450.3,440.2,443.2,447.67,490.6,243.2,2607324.0,"1,167,209,599.90",40826.0,
